TYPE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,Geocoded_Location
Request for Pothole Repair,INFO,461-495 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,CM,461-495 Arborway,02130,42.301024,-71.109063,Citizens Connect App,"(42.301024, -71.109063)"
Request for Pothole Repair,PWDx,380 South St  Roslindale  MA  02131,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,R1,380 South St,02131,42.29985,-71.11901,Citizens Connect App,"(42.29985, -71.11901)"
Request for Pothole Repair,PWDx,445 Arborway   Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,11,1108,E,445 Arborway,02130,42.300919,-71.110167,Citizens Connect App,"(42.300919, -71.110167)"
Request for Pothole Repair,PWDx,72 Jamaica St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,R1,72 Jamaica St,02130,42.30541,-71.11752,Citizens Connect App,"(42.30541, -71.11752)"
Request for Pothole Repair,PWDx,9 Harris Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1906,R1,9 Harris Ave,02130,42.310741,-71.113503,Citizens Connect App,"(42.310741, -71.113503)"
Request for Pothole Repair,PWDx,95 Prince St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1909,R1,95 Prince St,02130,42.31263,-71.12129,Citizens Connect App,"(42.31263, -71.12129)"
Request for Pothole Repair,INFO,388 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,R2,388 Arborway,02130,42.30244,-71.11514,Citizens Connect App,"(42.30244, -71.11514)"
Request for Pothole Repair,PWDx,11 Hubbard St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1904,CD,11 Hubbard St,02130,42.31658,-71.10639,Citizens Connect App,"(42.31658, -71.10639)"
Request for Pothole Repair,PWDx,511 Jamaicaway   Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1903,,511 Jamaicaway,02130,42.315634,-71.117613,Citizens Connect App,"(42.315634, -71.117613)"
Request for Pothole Repair,PWDx,135 S Huntington Ave  Jamaica Plain  MA  02130,9,10A,8,E13,Jamaica Plain,11,Ward 10,1008,E,135 S Huntington Ave,02130,42.3281,-71.111426,Citizens Connect App,"(42.3281, -71.111426)"
Request for Pothole Repair,BWSC,INTERSECTION of Bussey St & South St  Jamaica Plain  MA,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,,INTERSECTION Bussey St & South St,,42.330475,-71.098838,Citizens Connect App,"(42.330475, -71.098838)"
Request for Pothole Repair,INFO,INTERSECTION of Green St & Meehan Pl  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1106,,INTERSECTION Green St & Meehan Pl,,42.2882,-71.05487,Citizens Connect App,"(42.2882, -71.05487)"
Request for Pothole Repair,BWSC,INTERSECTION of Bussey St & South St  Jamaica Plain  MA,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,,INTERSECTION Bussey St & South St,,42.330475,-71.098838,Citizens Connect App,"(42.330475, -71.098838)"
Request for Pothole Repair,PWDx,17 Parkside Dr  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,R1,17 Parkside Dr,02130,42.31112,-71.13103,Citizens Connect App,"(42.31112, -71.13103)"
Request for Pothole Repair,PWDx,9 Boylston St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,R2,9 Boylston St,02130,42.31891,-71.1109,Citizens Connect App,"(42.31891, -71.1109)"
Request for Pothole Repair,PWDx,INTERSECTION of Centre St & Harris Ave  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1906,,INTERSECTION Centre St & Harris Ave,,42.38028,-71.06345,Citizens Connect App,"(42.38028, -71.06345)"
Request for Pothole Repair,INFO,INTERSECTION of Monsignor William J Casey Hwy & South St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,,INTERSECTION Monsignor William J Casey Hwy & South St,,42.3541,-71.05228,Citizens Connect App,"(42.3541, -71.05228)"
Request for Pothole Repair,PWDx,380 South St  Roslindale  MA  02131,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,R1,380 South St,02131,42.29985,-71.11901,Citizens Connect App,"(42.29985, -71.11901)"
Request for Pothole Repair,PWDx,120A-160 Lamartine St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,E,120A-160 Lamartine St,02130,42.318585,-71.103591,Citizens Connect App,"(42.318585, -71.103591)"
Request for Pothole Repair,PWDx,INTERSECTION of Arborway & South St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,,INTERSECTION Arborway & South St,,42.271392,-71.068853,Citizens Connect App,"(42.271392, -71.068853)"
Request for Pothole Repair,PWDx,31 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,E,31 Forbes St,02130,42.32147,-71.107535,Citizens Connect App,"(42.32147, -71.107535)"
Request for Pothole Repair,INFO,INTERSECTION of Arborway & Orchardhill Rd  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Arborway & Orchardhill Rd,,42.271392,-71.068853,Citizens Connect App,"(42.271392, -71.068853)"
Request for Pothole Repair,INFO,INTERSECTION of Hampstead Rd & ARBORWAY SERVICE Rd  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,,INTERSECTION Hampstead Rd & ARBORWAY SERVICE Rd,,42.29132,-71.07369,Citizens Connect App,"(42.29132, -71.07369)"
Request for Pothole Repair,INFO,INTERSECTION of Day St & Nira Ave  Jamaica Plain  MA,9,10A,6,E13,Jamaica Plain,11,Ward 10,1006,,INTERSECTION Day St & Nira Ave,,42.34466,-71.07569,Citizens Connect App,"(42.34466, -71.07569)"
Request for Pothole Repair,PWDx,43-45 Union Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,CM,43-45 Union Ave,02130,42.30875,-71.10704,Citizens Connect App,"(42.30875, -71.10704)"
Request for Pothole Repair,PWDx,39 Sheridan St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R1,39 Sheridan St,02130,42.32095,-71.10797,Citizens Connect App,"(42.32095, -71.10797)"
Request for Pothole Repair,PWDx,263 Chestnut Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1904,R4,263 Chestnut Ave,02130,42.3136,-71.10896,Citizens Connect App,"(42.3136, -71.10896)"
Request for Pothole Repair,BWSC,65 Rockwood St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,E,65 Rockwood St,02130,42.314086,-71.127769,Citizens Connect App,"(42.314086, -71.127769)"
Request for Pothole Repair,PWDx,55 Jamaica St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,R1,55 Jamaica St,02130,42.30579,-71.11877,Citizens Connect App,"(42.30579, -71.11877)"
Request for Pothole Repair,PWDx,84-86 Dimock St  Roxbury  MA  02119,9,10B,6,E13,Jamaica Plain,11,Ward 11,1104,CL,84-86 Dimock St,02119,42.319592,-71.099581,Citizens Connect App,"(42.319592, -71.099581)"
Request for Pothole Repair,INFO,500 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,E,500 Arborway,02130,42.301863,-71.10855,Citizens Connect App,"(42.301863, -71.10855)"
Request for Pothole Repair,PWDx,100 Day St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1009,CM,100 Day St,02130,42.32311,-71.109493,Citizens Connect App,"(42.32311, -71.109493)"
Request for Pothole Repair,INFO,371 S Huntington Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,R1,371 S Huntington Ave,02130,42.32195,-71.11233,Citizens Connect App,"(42.32195, -71.11233)"
Request for Pothole Repair,PWDx,8 Asticou Rd  Roslindale  MA  02131,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,R2,8 Asticou Rd,02131,42.30015,-71.11503,Citizens Connect App,"(42.30015, -71.11503)"
Request for Pothole Repair,PWDx,58 Union Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,R1,58 Union Ave,02130,42.30815,-71.10703,Citizens Connect App,"(42.30815, -71.10703)"
Request for Pothole Repair,PWDx,INTERSECTION of Jamaicaway & Orchard St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Jamaicaway & Orchard St,,42.31198,-71.05654,Citizens Connect App,"(42.31198, -71.05654)"
Request for Pothole Repair,PWDx,1025 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,R1,1025 Centre St,02130,42.30537,-71.12485,Citizens Connect App,"(42.30537, -71.12485)"
Request for Pothole Repair,INFO,INTERSECTION of Arborway & Orchardhill Rd  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Arborway & Orchardhill Rd,,42.271392,-71.068853,Citizens Connect App,"(42.271392, -71.068853)"
Request for Pothole Repair,PWDx,73 Louder's Ln  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,R1,73 Louder's Ln,02130,42.30571,-71.12925,Citizens Connect App,"(42.30571, -71.12925)"
Request for Pothole Repair,BWSC,38-40 Hyde Park Ave  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,10,19,1907,,38-40 Hyde Park Ave,02130,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,54 Mcbride St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,CM,54 Mcbride St,02130,42.30614,-71.11299,Citizens Connect App,"(42.30614, -71.11299)"
Request for Pothole Repair,PWDx,368 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,R1,368 Arborway,02130,42.30308,-71.11686,Citizens Connect App,"(42.30308, -71.11686)"
Request for Pothole Repair,PWDx,56 Hyde Park Ave  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,10,Ward 19,1907,R2,56 Hyde Park Ave,02130,42.29852,-71.11414,Citizens Connect App,"(42.29852, -71.11414)"
Request for Pothole Repair,PWDx,16 Boylston St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R2,16 Boylston St,02130,42.31888,-71.11016,Citizens Connect App,"(42.31888, -71.11016)"
Request for Pothole Repair,PWDx,256 Amory St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1106,R2,256 Amory St,02130,42.31541,-71.10398,Citizens Connect App,"(42.31541, -71.10398)"
Request for Pothole Repair,PWDx,452 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R2,452 Centre St,02130,42.31966,-71.11131,Citizens Connect App,"(42.31966, -71.11131)"
Request for Pothole Repair,INFO,INTERSECTION of Arborway & Jewish War Veterans Dr  Jamaica Plain  MA,9,02,6,B2,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Arborway & Jewish War Veterans Dr,,42.271392,-71.068853,Citizens Connect App,"(42.271392, -71.068853)"
Request for Pothole Repair,PWDx,452 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R2,452 Centre St,02130,42.31966,-71.11131,Citizens Connect App,"(42.31966, -71.11131)"
Request for Pothole Repair,PWDx,INTERSECTION of Washington St & Iffley Rd  Jamaica Plain  MA,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,,INTERSECTION Washington St & Iffley Rd,,42.363289,-71.050254,Citizens Connect App,"(42.363289, -71.050254)"
Request for Pothole Repair,PWDx,INTERSECTION of Washington St & Iffley Rd  Jamaica Plain  MA,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,,INTERSECTION Washington St & Iffley Rd,,42.363289,-71.050254,Citizens Connect App,"(42.363289, -71.050254)"
Request for Pothole Repair,PWDx,INTERSECTION of Dixwell St & School St  Jamaica Plain  MA,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,,INTERSECTION Dixwell St & School St,,42.34576,-71.07303,Citizens Connect App,"(42.34576, -71.07303)"
Request for Pothole Repair,PWDx,17 Kingsboro Park  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,CM,17 Kingsboro Park,02130,42.31789,-71.1114,Citizens Connect App,"(42.31789, -71.1114)"
Request for Pothole Repair,PWDx,INTERSECTION of Amory St & Dimock St  Roxbury  MA,9,10B,6,E13,Jamaica Plain,11,Ward 11,1104,,INTERSECTION Amory St & Dimock St,,42.274009,-71.063334,Citizens Connect App,"(42.274009, -71.063334)"
Request for Pothole Repair,PWDx,INTERSECTION of Cataumet St & Pond St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,,INTERSECTION Cataumet St & Pond St,,42.34436,-71.14083,Citizens Connect App,"(42.34436, -71.14083)"
Request for Pothole Repair,PWDx,17 Boylston St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,CM,17 Boylston St,02130,42.31861,-71.11035,Citizens Connect App,"(42.31861, -71.11035)"
Request for Pothole Repair,PWDx,10 Harris Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1906,R1,10 Harris Ave,02130,42.31104,-71.11315,Citizens Connect App,"(42.31104, -71.11315)"
Request for Pothole Repair,INFO,INTERSECTION of Day St & Nira Ave  Jamaica Plain  MA,9,10A,6,E13,Jamaica Plain,11,Ward 10,1006,,INTERSECTION Day St & Nira Ave,,42.34466,-71.07569,Citizens Connect App,"(42.34466, -71.07569)"
Request for Pothole Repair,PWDx,6 Lennoco Rd  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,R1,6 Lennoco Rd,02130,42.29931,-71.11026,Citizens Connect App,"(42.29931, -71.11026)"
Request for Pothole Repair,INFO,46-48 Woodlawn St  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,CD,46-48 Woodlawn St,02130,42.298577,-71.111908,Citizens Connect App,"(42.298577, -71.111908)"
Request for Pothole Repair,PWDx,69 Mozart St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,R3,69 Mozart St,02130,42.32024,-71.10443,Citizens Connect App,"(42.32024, -71.10443)"
Request for Pothole Repair,PWDx,INTERSECTION of Jamaicaway & Perkins St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Jamaicaway & Perkins St,,42.31188,-71.05615,Citizens Connect App,"(42.31188, -71.05615)"
Request for Pothole Repair,PWDx,21 Kingsboro Park  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,CM,21 Kingsboro Park,02130,42.31776,-71.11115,Citizens Connect App,"(42.31776, -71.11115)"
Request for Pothole Repair,PWDx,INTERSECTION of Union Ave & UNION Ave  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,,INTERSECTION Union Ave & UNION Ave,,42.322532,-71.069276,Citizens Connect App,"(42.322532, -71.069276)"
Request for Pothole Repair,INFO,358 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,R1,358 Arborway,02130,42.30362,-71.11766,Citizens Connect App,"(42.30362, -71.11766)"
Request for Pothole Repair,PWDx,104 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,R2,104 Forbes St,02130,42.31965,-71.10545,Citizens Connect App,"(42.31965, -71.10545)"
Request for Pothole Repair,PWDx,15 Beethoven St  Roxbury  MA  02119,9,02,6,E13,Jamaica Plain,11,Ward 11,1104,R1,15 Beethoven St,02119,42.3159,-71.09948,Citizens Connect App,"(42.3159, -71.09948)"
Request for Pothole Repair,INFO,INTERSECTION of Brookley Rd & Washington St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Brookley Rd & Washington St,,42.332441,-71.057555,Citizens Connect App,"(42.332441, -71.057555)"
Request for Pothole Repair,INFO,INTERSECTION of Washington St & Ukraine Way  Roslindale  MA,12,02,6,E5,Jamaica Plain,10,Ward 19,1907,,INTERSECTION Washington St & Ukraine Way,,42.363289,-71.050254,Citizens Connect App,"(42.363289, -71.050254)"
Request for Pothole Repair,PWDx,INTERSECTION of South St & Bower Ter  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,,INTERSECTION South St & Bower Ter,,42.37917,-71.0657,Citizens Connect App,"(42.37917, -71.0657)"
Request for Pothole Repair,INFO,368 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,R1,368 Arborway,02130,42.30308,-71.11686,Citizens Connect App,"(42.30308, -71.11686)"
Request for Pothole Repair,INFO,INTERSECTION of Atherton St & Lamartine St  Jamaica Plain  MA,9,10A,6,E13,Jamaica Plain,11,Ward 11,1104,,INTERSECTION Atherton St & Lamartine St,,42.29513,-71.05597,Citizens Connect App,"(42.29513, -71.05597)"
Request for Pothole Repair,PWDx,3086 Washington St  Roxbury  MA  02119,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,C,3086 Washington St,02119,42.31533,-71.09854,Citizens Connect App,"(42.31533, -71.09854)"
Request for Pothole Repair,PWDx,579 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1905,C,579 Centre St,02130,42.315664,-71.114317,Citizens Connect App,"(42.315664, -71.114317)"
Request for Pothole Repair,PWDx,INTERSECTION of Belmore Ter & Boylston St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Belmore Ter & Boylston St,,42.275569,-71.102261,Citizens Connect App,"(42.275569, -71.102261)"
Request for Pothole Repair,PWDx,131 Saint Rose St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,R1,131 Saint Rose St,02130,42.304363,-71.118896,Citizens Connect App,"(42.304363, -71.118896)"
Request for Pothole Repair,PWDx,8 Asticou Rd  Roslindale  MA  02131,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,R2,8 Asticou Rd,02131,42.30015,-71.11503,Citizens Connect App,"(42.30015, -71.11503)"
Request for Pothole Repair,PWDx,210 Amory St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1104,R4,210 Amory St,02130,42.31671,-71.10268,Citizens Connect App,"(42.31671, -71.10268)"
Request for Pothole Repair,PWDx,5-7 Woodside Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,,5-7 Woodside Ave,02130,42.309807,-71.103689,Citizens Connect App,"(42.309807, -71.103689)"
Request for Pothole Repair,PWDx,8-8A Asticou Rd  Roslindale  MA  02131,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,R2,8-8A Asticou Rd,02131,42.30015,-71.11503,Citizens Connect App,"(42.30015, -71.11503)"
Request for Pothole Repair,INFO,INTERSECTION of Hampstead Rd & ARBORWAY SERVICE Rd  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,,INTERSECTION Hampstead Rd & ARBORWAY SERVICE Rd,,42.29132,-71.07369,Citizens Connect App,"(42.29132, -71.07369)"
Request for Pothole Repair,PWDx,111 Perkins St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,,111 Perkins St,02130,42.322521,-71.116099,Citizens Connect App,"(42.322521, -71.116099)"
Request for Pothole Repair,PWDx,103 Day St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1009,R3,103 Day St,02130,42.3236,-71.10962,Citizens Connect App,"(42.3236, -71.10962)"
Request for Pothole Repair,PWDx,105 S Huntington Ave  Jamaica Plain  MA  02130,9,10A,8,E13,Jamaica Plain,11,Ward 10,1008,E,105 S Huntington Ave,02130,42.32905,-71.1113,Citizens Connect App,"(42.32905, -71.1113)"
Request for Pothole Repair,PWDx,512 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1904,RC,512 Centre St,02130,42.31765,-71.11265,Citizens Connect App,"(42.31765, -71.11265)"
Request for Pothole Repair,PWDx,INTERSECTION of Centre St & Prince St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1909,,INTERSECTION Centre St & Prince St,,42.38008,-71.06362,Citizens Connect App,"(42.38008, -71.06362)"
Request for Pothole Repair,PWDx,18-22 Arboretum Rd  Roslindale  MA  02131,12,02,6,E5,Jamaica Plain,10,Ward 19,1907,I,18-22 Arboretum Rd,02131,42.29559,-71.11972,Citizens Connect App,"(42.29559, -71.11972)"
Request for Pothole Repair,INFO,16 Hall St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,R3,16 Hall St,02130,42.30495,-71.11395,Citizens Connect App,"(42.30495, -71.11395)"
Request for Pothole Repair,PWDx,INTERSECTION of Child St & South St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,,INTERSECTION Child St & South St,,42.2725,-71.16193,Citizens Connect App,"(42.2725, -71.16193)"
Request for Pothole Repair,PWDx,38-40 Burnett St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,R2,38-40 Burnett St,02130,42.304482,-71.110328,Citizens Connect App,"(42.304482, -71.110328)"
Request for Pothole Repair,PWDx,37 Orchardhill Rd  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,R1,37 Orchardhill Rd,02130,42.29995,-71.11181,Citizens Connect App,"(42.29995, -71.11181)"
Request for Pothole Repair,PWDx,98 Rockwood St  Jamaica Plain  MA  02130,,02,6,E13,Jamaica Plain,11,Ward 19,1902,R3,98 Rockwood St,02130,42.31296,-71.13147,Citizens Connect App,"(42.31296, -71.13147)"
Request for Pothole Repair,INFO,364 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,R1,364 Arborway,02130,42.30328,-71.11717,Citizens Connect App,"(42.30328, -71.11717)"
Request for Pothole Repair,PWDx,18 Kingsboro Park  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,R2,18 Kingsboro Park,02130,42.31812,-71.11115,Citizens Connect App,"(42.31812, -71.11115)"
Request for Pothole Repair,PWDx,80 Prince St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1909,R1,80 Prince St,02130,42.31199,-71.12156,Citizens Connect App,"(42.31199, -71.12156)"
Request for Pothole Repair,PWDx,135 Perkins St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,RC,135 Perkins St,02130,42.32181,-71.11635,Citizens Connect App,"(42.32181, -71.11635)"
Request for Pothole Repair,PWDx,189-193 Green St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,RC,189-193 Green St,02130,42.309681,-71.105599,Citizens Connect App,"(42.309681, -71.105599)"
Request for Pothole Repair,PWDx,34 Hall St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,R3,34 Hall St,02130,42.30497,-71.11334,Citizens Connect App,"(42.30497, -71.11334)"
Request for Pothole Repair,PWDx,INTERSECTION of Hyde Park Ave & Tower St  Jamaica Plain  MA,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Hyde Park Ave & Tower St,,42.38121,-71.06898,Citizens Connect App,"(42.38121, -71.06898)"
Request for Pothole Repair,PWDx,3162-3182 Washington St  Jamaica Plain  MA  02130,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,CL,3162-3182 Washington St,02130,42.31334,-71.10049,Citizens Connect App,"(42.31334, -71.10049)"
